filename,class,Label,width,height
153855468_jpeg.rf.9607349f2f8e5812efe93ae0c6d2de60.jpg,xenochrophis piscator,14,150,290
33478402_jpg.rf.b0e39ef1001f23a2fbc10419c03e1608.jpg,chrysopelea ornata,4,286,161
AUG575475_JPG.rf.2a5a5065df8dcf5d500e9cb26e47be1e.jpg,bungarus caeruleus,2,249,299
233761484_jpeg.rf.faa60cfdc3ac986171179f3239a282f0.jpg,bungarus caeruleus,2,134,157
167718054_jpeg.rf.1ed503dcb5e9d27fea92ed3f29137636.jpg,psammodynastes pulverulentus,9,351,145
88695984_jpeg.rf.b62e9f1b7ecd5548d29c24224fc42838.jpg,chrysopelea ornata,4,249,73
14054105_jpg.rf.b16674f1cf086e27ea6276548960873e.jpg,naja naja,7,462,375
101567251_jpeg.rf.bbf264427f86ea425d55359a03f07dda.jpg,chrysopelea ornata,4,441,202
58378451_jpg.rf.59f38cb771bc0622766e8c80826a98c6.jpg,chrysopelea ornata,4,236,375
216440044_jpeg.rf.edd80dea2cbfdbfeba424d4ebf585938.jpg,psammodynastes pulverulentus,9,405,308
217286069_jpg.rf.f0f19b57ff3b4b7a02382780f2f1567b.jpg,ptyas korros,10,449,281
215756221_jpg.rf.245648a0804811f6420d90c579c21541.jpg,ptyas korros,10,179,277
54419572_jpeg.rf.906a21d15d982fe1906d9442514dea28.jpg,dendrelaphis pictus,6,483,273
234611212_jpeg.rf.17cc9b7b8e704495ae82a04c434b2445.jpg,daboia russelii,5,492,333
127259058_jpeg.rf.6a2f17494babf782430f53a6c57049ba.jpg,trimeresurus albolabris,12,227,148
51346676_jpeg.rf.4a090eaebaa7a46d07e8b6c92ecc1284.jpg,ptyas mucosa,11,479,84
AUG105049439_jpeg.rf.377190d5d693e6fded7b6f0fb7a55f15.jpg,daboia russelii,5,279,326
151716263_jpeg.rf.395b608f4c42cc8f8c0221c7567dca35.jpg,bungarus caeruleus,2,264,429
204030839_jpg.rf.f2cddb2759533d9c54a2ca699632b2c0.jpg,ptyas korros,10,500,333
12763462_jpeg.rf.7bd808dbd99da5a0bd4ea74ffd42de03.jpg,chrysopelea ornata,4,392,177
109804697_jpg.rf.1489d67584def1a0d4b6647bf07be721.jpg,bungarus fasciatus,3,281,203
153066922_jpeg.rf.e4945e98909fd01ea598a1babe6912c4.jpg,ptyas korros,10,478,126
92125538_jpg.rf.d9446580f823155e75fa1fc06f1c8fc6.jpg,naja naja,7,266,256
112130004_jpeg.rf.2279cce12be6bcd0f734d59c81e9a5b0.jpg,dendrelaphis pictus,6,427,374
139697025_jpg.rf.b5d418e760355b923239f756d54cdb75.jpg,psammodynastes pulverulentus,9,376,333
AUG34951302_jpeg.rf.b10df27f66e7aa057bf486eb9718ace6.jpg,naja naja,7,184,296
109603222_jpeg.rf.0b5f760c5fb302a136b2f4784c43568f.jpg,ptyas korros,10,279,201
24008590_jpg.rf.9ea075b575d6f71934a59a24b0b5bb7c.jpg,ptyas mucosa,11,500,320
234611212_jpeg.rf.f21817b8cf987271cd8be1f49ab5b0e4.jpg,daboia russelii,5,431,333
88214648_jpeg.rf.2524ff9de9eab56c1325d0244b6c3db2.jpg,chrysopelea ornata,4,197,500
173944710_jpg.rf.13f6e5eb9c5c7de0d9fb186bde28b037.jpg,xenochrophis piscator,14,255,313
83542413_jpeg.rf.725c4efbe1a28a8699cea32de7d3f1f2.jpg,bungarus fasciatus,3,236,375
104814173_jpeg.rf.175539d855628cb619b72b7b2b606d4d.jpg,ophiophagus hannah,8,194,201
119806284_jpeg.rf.71fcccc40449f58d499291a62e9e5a6c.jpg,amphiesma stolatum,1,105,227
142577938_jpeg.rf.5703b2983b870ed746050f99fc742416.jpg,psammodynastes pulverulentus,9,448,359
103980796_jpg.rf.7d776aa0fce45962f943bb76c56c864c.jpg,trimeresurus purpureomaculatus,13,196,106
31370238_jpg.rf.f47ae69a88562391f0add166c6502608.jpg,chrysopelea ornata,4,451,359
45397769_jpg.rf.5aa81e92f043b96d70f16b659507ef52.jpg,ptyas mucosa,11,196,150
8434281_jpg.rf.1362d9676db0520983efd71bfa5fdcc1.jpg,ptyas mucosa,11,457,332
28286655_jpg.rf.2450e36eae073d164e6272f3d1bf2f7f.jpg,ahaetulla prasina,0,351,78
117604378_jpeg.rf.443693392cea11d8b6235b128a769ed2.jpg,ptyas korros,10,446,199
88816785_jpg.rf.b9c5a1a094a4e36980c6b59a5d8e4c03.jpg,amphiesma stolatum,1,375,186
45821413_jpeg.rf.f13b5e6c4ed73180c49dff2156256640.jpg,amphiesma stolatum,1,418,333
122207787_jpeg.rf.310e81f15ab4e893bc97413e729e321e.jpg,bungarus fasciatus,3,500,234
148531486_jpeg.rf.22d4a38ac845028254cd9a97e3391a34.jpg,naja naja,7,278,246
4496945_jpeg.rf.c96594267f2f67b33c6fe26ea6eb39a4.jpg,chrysopelea ornata,4,223,410
96590049_jpg.rf.9c3912509a92cf873a3a106f5717ecbb.jpg,chrysopelea ornata,4,261,254
116044757_jpeg.rf.8ac4c80adbc90fd33fc41cf87138ba43.jpg,bungarus fasciatus,3,258,186
219065627_jpg.rf.b76ad013186c513744d5d46f2295be31.jpg,daboia russelii,5,191,201
31886866_jpg.rf.0b315c3a94d68b2d7759ac413d84bf9b.jpg,ptyas mucosa,11,289,333
34633156_jpg.rf.83a97405cd68fc9902c48de4aa717ddf.jpg,amphiesma stolatum,1,261,306
43145302_jpg.rf.11653b8fb74b5ce20902fb9db658345c.jpg,chrysopelea ornata,4,323,298
234611273_jpeg.rf.37b95574b17458f7266a137453b79a99.jpg,daboia russelii,5,500,210
127169877_jpeg.rf.b14cce52d98525f021ac184b8f46fffe.jpg,amphiesma stolatum,1,479,334
59648866_jpg.rf.8742ec00d8f9f63f55e14ebf662fb4d7.jpg,daboia russelii,5,364,176
170437808_jpeg.rf.5b4f0a5cb15ab6af49e42019f00b7d53.jpg,bungarus caeruleus,2,400,167
41942350_jpg.rf.5725fa2c64791a5109074d679c5602c5.jpg,xenochrophis piscator,14,500,500
89988711_jpg.rf.1585910bdb402a18cf4a3f797d83410f.jpg,ptyas korros,10,500,330
141963639_jpeg.rf.79ceb33fcc117748ea749dbf8efb612c.jpg,ophiophagus hannah,8,389,281
11495601_jpg.rf.ef36d4e3d2f95087f4d24226b60118c7.jpg,ahaetulla prasina,0,239,159
62861765_jpeg.rf.8cca2e6c6a2d44081bc2e8cf55313181.jpg,ahaetulla prasina,0,113,500
81009480_jpeg.rf.3a09bbabeb18964bc996b90ac14e736d.jpg,bungarus caeruleus,2,416,313
200255062_jpg.rf.ab51d6d0ee90c3ddd023c4b84589baee.jpg,trimeresurus purpureomaculatus,13,152,500
9127329_jpg.rf.a09b14ca33400085edccc3492326fffc.jpg,dendrelaphis pictus,6,212,463
63459037_jpeg.rf.791543a9bd5dd48eefafcb39fcc3419b.jpg,naja naja,7,500,299
200255089_jpg.rf.d74a750afb38d957d1aa0b9d5c3493af.jpg,trimeresurus purpureomaculatus,13,160,500
130641800_jpeg.rf.4745bdd0c390b91ceabc621344feb327.jpg,ophiophagus hannah,8,380,107
101567232_jpeg.rf.15696c19aaf26f017c04ea8808d8cfb9.jpg,chrysopelea ornata,4,500,126
19796062_jpeg.rf.70f4a1edad8c59c6a6a987114ab28636.jpg,bungarus caeruleus,2,290,281
AUG150879006_jpeg.rf.37d853a0f7371d968ef5f71dead4db4a.jpg,naja naja,7,493,375
16762055_jpg.rf.99262393d98b2e779c9fcdb0e814837b.jpg,ptyas mucosa,11,122,281
88122392_jpg.rf.75bdbc22c329bc3c5818dfe61b06f461.jpg,amphiesma stolatum,1,301,240
100681923_jpg.rf.56198e58abfc1b8e82acc1ad60233728.jpg,amphiesma stolatum,1,375,221
146780820_jpeg.rf.3887b41eac05594cb5808e9bcb074cb2.jpg,bungarus caeruleus,2,88,288
165505048_jpg.rf.9f8d0852165ac997b32e5c73351f7462.jpg,ophiophagus hannah,8,382,228
34633156_jpg.rf.f71d9db050c8c20d141959eb87032c44.jpg,amphiesma stolatum,1,324,261
124449202_jpeg.rf.ada9727193d46e9ca4b851cc15b77d32.jpg,xenochrophis piscator,14,413,494
139712603_jpeg.rf.041cf3c29d05fbde2598855163769731.jpg,amphiesma stolatum,1,500,118
105114823_jpeg.rf.8a575dcc863ce1ed0419bf61f3986b1d.jpg,dendrelaphis pictus,6,333,305
139712823_jpeg.rf.632719fa299c4430be53a8ad41ddb227.jpg,amphiesma stolatum,1,393,61
98500436_jpg.rf.528bfb4836bef991fb6554e1a0c7c9f0.jpg,chrysopelea ornata,4,333,358
AUG87754146_jpeg.rf.4dbfd38a62f71f44a3ac40895d1ee006.jpg,daboia russelii,5,500,332
99602104_jpg.rf.1eaf07745695382fdf4aa9592c354156.jpg,ptyas korros,10,238,350
19795930_jpeg.rf.36fd32309e6eeb4468bff888d20fb3be.jpg,bungarus caeruleus,2,196,281
28817015_jpg.rf.6b6b7294eb7922623c20418ad96e355d.jpg,ptyas mucosa,11,375,246
40931913_jpg.rf.f8dadecfa39bb1ab85b3c6c089ee0bcf.jpg,ahaetulla prasina,0,263,196
218858590_jpeg.rf.da03a51289d1b306b712b77e2946287c.jpg,bungarus caeruleus,2,169,170
71710155_jpeg.rf.fb822602c4d1072380eafc87fe6f4404.jpg,ophiophagus hannah,8,500,357
221129929_jpg.rf.e23cd55f0daa5b9c9dae75b912157750.jpg,psammodynastes pulverulentus,9,384,308
125696819_jpg.rf.d77b679fb171504decc5ca7a6306d52c.jpg,ptyas korros,10,278,333
102378737_jpg.rf.dc6f5f239c6e07fe92a5a38b9e64ae51.jpg,trimeresurus purpureomaculatus,13,500,332
57531842_jpeg.rf.a58ca4ea746c97a57d0084526345ce3d.jpg,bungarus caeruleus,2,500,249
167718105_jpeg.rf.ecc3205e520a025a3189fb4728df4fe6.jpg,psammodynastes pulverulentus,9,439,280
145794794_jpg.rf.03dca17bf7872c93f940e2b1478fda09.jpg,ptyas korros,10,375,127
98372333_jpeg.rf.1dd7b1a494dd6f9421d7d9d3cb881b47.jpg,ptyas mucosa,11,156,375
212014979_jpg.rf.62d2af3bac8fd19fd01fb4e017fae746.jpg,xenochrophis piscator,14,201,281
99557053_jpeg.rf.6c5ee1f3971f5ac794819b74fc1b19c6.jpg,trimeresurus albolabris,12,315,270
177531918_jpeg.rf.5ff02a0959ce5508d7aa286907c60c96.jpg,trimeresurus purpureomaculatus,13,333,384
88816785_jpg.rf.d25808a7239d560423d93c1825b4596b.jpg,amphiesma stolatum,1,186,500
61933650_jpg.rf.e6dfb3fa5ffc8b9365534d881a849b2b.jpg,ptyas mucosa,11,365,365
98372384_jpeg.rf.0d467df0c14ec6433dc205a9e5af7f9a.jpg,ptyas mucosa,11,500,265
39595345_jpg.rf.7d7421014649947b60db87fddf7cd0bf.jpg,ptyas mucosa,11,500,371
89210471_jpeg.rf.a6777ff71c64d1bb831898bad72fa432.jpg,xenochrophis piscator,14,400,461
250193133_jpeg.rf.ee3b23aabeea59ccc522af3c7bba7599.jpg,trimeresurus purpureomaculatus,13,335,401
166753851_jpg.rf.ee3b624212ee01007a19aa3f6b631578.jpg,ptyas korros,10,431,333
68029710_jpg.rf.5b89f4cfc99490de765b093921bb0357.jpg,amphiesma stolatum,1,375,236
25527446_jpeg.rf.c85a47c65506ac58a5540cfae18cd12e.jpg,ptyas mucosa,11,500,208
