filename,path,width,height,aspect_ratio,mode,format,file_size_kb,extension,file_size_bytes,is_corrupted,error,class,dataset_total_images,dataset_total_classes,largest_class_images,smallest_class_images,imbalance_ratio,generated_at
101567263_jpeg.rf.c1863ca7c2b244970648a452df1a60f2.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101567263_jpeg.rf.c1863ca7c2b244970648a452df1a60f2.jpg,500,325,1.54,RGB,JPEG,35.09,.jpg,35930,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101567263_jpeg.rf.f08e9dbbd20250742e7da2ad59b91853.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101567263_jpeg.rf.f08e9dbbd20250742e7da2ad59b91853.jpg,500,325,1.54,RGB,JPEG,24.47,.jpg,25056,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101702767_jpeg.rf.0f62d4f1e93d6751c19c329979984318.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101702767_jpeg.rf.0f62d4f1e93d6751c19c329979984318.jpg,500,281,1.78,RGB,JPEG,19.15,.jpg,19605,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
101702767_jpeg.rf.188f5d20014e0761487ee2585b678d88.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101702767_jpeg.rf.188f5d20014e0761487ee2585b678d88.jpg,500,281,1.78,RGB,JPEG,12.15,.jpg,12446,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
101702767_jpeg.rf.434c47f2c6b16a041cdeab84b398d467.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101702767_jpeg.rf.434c47f2c6b16a041cdeab84b398d467.jpg,500,281,1.78,RGB,JPEG,14.74,.jpg,15093,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
101837758_jpeg.rf.15025bf43de1b87798e8cdd41f2c4291.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837758_jpeg.rf.15025bf43de1b87798e8cdd41f2c4291.jpg,375,500,0.75,RGB,JPEG,24.61,.jpg,25203,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837758_jpeg.rf.3907d30ada2ee0dfbf7e6cd0f3a0980b.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837758_jpeg.rf.3907d30ada2ee0dfbf7e6cd0f3a0980b.jpg,375,500,0.75,RGB,JPEG,35.0,.jpg,35845,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837758_jpeg.rf.f4e65df971124713a2d9ec89bada1fb6.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837758_jpeg.rf.f4e65df971124713a2d9ec89bada1fb6.jpg,375,500,0.75,RGB,JPEG,24.57,.jpg,25164,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837833_jpeg.rf.8e2c8c4f03218b928eeb2f45a197a121.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837833_jpeg.rf.8e2c8c4f03218b928eeb2f45a197a121.jpg,375,500,0.75,RGB,JPEG,27.79,.jpg,28455,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837833_jpeg.rf.93067329c955539ef73094022426d54b.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837833_jpeg.rf.93067329c955539ef73094022426d54b.jpg,375,500,0.75,RGB,JPEG,27.27,.jpg,27927,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837833_jpeg.rf.d82327f4cde93abfe5f59ed35388140e.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837833_jpeg.rf.d82327f4cde93abfe5f59ed35388140e.jpg,375,500,0.75,RGB,JPEG,29.4,.jpg,30108,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837930_jpeg.rf.07b2fd773aca25d07242dd3dafba8cb2.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837930_jpeg.rf.07b2fd773aca25d07242dd3dafba8cb2.jpg,500,375,1.33,RGB,JPEG,37.78,.jpg,38686,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837930_jpeg.rf.66f16dd603a8429dbb31d35a6ed7c16b.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837930_jpeg.rf.66f16dd603a8429dbb31d35a6ed7c16b.jpg,500,375,1.33,RGB,JPEG,33.66,.jpg,34467,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101837930_jpeg.rf.d86c3340cdda6e6a36a37e873319c290.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101837930_jpeg.rf.d86c3340cdda6e6a36a37e873319c290.jpg,500,375,1.33,RGB,JPEG,24.76,.jpg,25358,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
101851878_jpeg.rf.7dd8425a4aa1f02aabc847dded3d024c.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101851878_jpeg.rf.7dd8425a4aa1f02aabc847dded3d024c.jpg,500,375,1.33,RGB,JPEG,35.06,.jpg,35902,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
101851878_jpeg.rf.83d52085ab13a4c82c77fad231f078d1.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101851878_jpeg.rf.83d52085ab13a4c82c77fad231f078d1.jpg,500,375,1.33,RGB,JPEG,36.1,.jpg,36968,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
101851878_jpeg.rf.d5826d9a3e993b4af907c25f07469f2d.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\101851878_jpeg.rf.d5826d9a3e993b4af907c25f07469f2d.jpg,500,375,1.33,RGB,JPEG,38.45,.jpg,39371,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
10193964_jpg.rf.9820de62f4536848e07377e53d384168.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\10193964_jpg.rf.9820de62f4536848e07377e53d384168.jpg,347,500,0.69,RGB,JPEG,41.2,.jpg,42189,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
10193964_jpg.rf.b830537a61064031d9ab9d75fb2ee77b.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\10193964_jpg.rf.b830537a61064031d9ab9d75fb2ee77b.jpg,347,500,0.69,RGB,JPEG,56.89,.jpg,58251,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
10193964_jpg.rf.c484172a1ef50fd22fa0b17297efc4ea.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\10193964_jpg.rf.c484172a1ef50fd22fa0b17297efc4ea.jpg,347,500,0.69,RGB,JPEG,64.93,.jpg,66491,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
102012127_jpeg.rf.2a612f6c8f41bbda4a7645fe1bdfe8e5.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102012127_jpeg.rf.2a612f6c8f41bbda4a7645fe1bdfe8e5.jpg,500,333,1.5,RGB,JPEG,23.66,.jpg,24232,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
102012127_jpeg.rf.895ad24f19c121a69f37abdaa92527e0.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102012127_jpeg.rf.895ad24f19c121a69f37abdaa92527e0.jpg,500,333,1.5,RGB,JPEG,23.18,.jpg,23738,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
102012127_jpeg.rf.9d591f86e3858f4452e2444b8e0b2d00.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102012127_jpeg.rf.9d591f86e3858f4452e2444b8e0b2d00.jpg,500,333,1.5,RGB,JPEG,17.13,.jpg,17539,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
102016332_jpg.rf.23c9a71b099b8ffdb6373c54bad7587a.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016332_jpg.rf.23c9a71b099b8ffdb6373c54bad7587a.jpg,500,500,1.0,RGB,JPEG,106.74,.jpg,109303,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016332_jpg.rf.96dde505cac2f9004963bd6cd7b409a8.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016332_jpg.rf.96dde505cac2f9004963bd6cd7b409a8.jpg,500,500,1.0,RGB,JPEG,108.12,.jpg,110711,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016332_jpg.rf.e8409dbfb858883f3d7ee7a2b4210922.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016332_jpg.rf.e8409dbfb858883f3d7ee7a2b4210922.jpg,500,500,1.0,RGB,JPEG,107.9,.jpg,110485,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016340_jpg.rf.a78c5d9060bd07b6936b2ccdd4cfe811.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016340_jpg.rf.a78c5d9060bd07b6936b2ccdd4cfe811.jpg,500,375,1.33,RGB,JPEG,54.33,.jpg,55633,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016340_jpg.rf.caad86f600fb4a8d97dffeb5005ea15d.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016340_jpg.rf.caad86f600fb4a8d97dffeb5005ea15d.jpg,500,375,1.33,RGB,JPEG,40.09,.jpg,41049,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016340_jpg.rf.ea79bce5df19e4e05bdf49b2245addd7.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016340_jpg.rf.ea79bce5df19e4e05bdf49b2245addd7.jpg,500,375,1.33,RGB,JPEG,50.34,.jpg,51551,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016349_jpg.rf.17431fd7c2ec9c8425fc88c83be72100.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016349_jpg.rf.17431fd7c2ec9c8425fc88c83be72100.jpg,500,500,1.0,RGB,JPEG,38.78,.jpg,39715,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016349_jpg.rf.b3a705d4af1f78b08f15a071a89bc3fb.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016349_jpg.rf.b3a705d4af1f78b08f15a071a89bc3fb.jpg,500,500,1.0,RGB,JPEG,38.23,.jpg,39145,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016349_jpg.rf.d2178c95af2cc73649a5084569d9116d.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016349_jpg.rf.d2178c95af2cc73649a5084569d9116d.jpg,500,500,1.0,RGB,JPEG,38.24,.jpg,39161,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016356_jpg.rf.670c138959f34323166e476af446839d.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016356_jpg.rf.670c138959f34323166e476af446839d.jpg,500,375,1.33,RGB,JPEG,29.81,.jpg,30521,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016356_jpg.rf.740fbac76a42c1ea29de54aabfaa5452.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016356_jpg.rf.740fbac76a42c1ea29de54aabfaa5452.jpg,500,375,1.33,RGB,JPEG,25.02,.jpg,25622,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016356_jpg.rf.bd6991e79716a0d0e659f6f03cbbce2b.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016356_jpg.rf.bd6991e79716a0d0e659f6f03cbbce2b.jpg,500,375,1.33,RGB,JPEG,34.18,.jpg,35003,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016366_jpg.rf.5bb5128b52d77833f63be242771b88b3.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016366_jpg.rf.5bb5128b52d77833f63be242771b88b3.jpg,500,375,1.33,RGB,JPEG,36.42,.jpg,37296,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016366_jpg.rf.69367f5c3cc5964be5a9bfc785d8ff5f.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016366_jpg.rf.69367f5c3cc5964be5a9bfc785d8ff5f.jpg,500,375,1.33,RGB,JPEG,41.4,.jpg,42393,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016366_jpg.rf.ff19ad458db7e1b11434e243fed2a235.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016366_jpg.rf.ff19ad458db7e1b11434e243fed2a235.jpg,500,375,1.33,RGB,JPEG,37.3,.jpg,38198,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016375_jpg.rf.1d3420738fffd365880e974b77f745e3.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016375_jpg.rf.1d3420738fffd365880e974b77f745e3.jpg,500,333,1.5,RGB,JPEG,26.91,.jpg,27558,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016375_jpg.rf.4cc7ade3bb66c81feddab9b5438edd24.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016375_jpg.rf.4cc7ade3bb66c81feddab9b5438edd24.jpg,500,333,1.5,RGB,JPEG,23.68,.jpg,24247,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102016375_jpg.rf.8ec2f0b6a6060260b2f6f33c38079eee.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102016375_jpg.rf.8ec2f0b6a6060260b2f6f33c38079eee.jpg,500,333,1.5,RGB,JPEG,18.6,.jpg,19043,False,,chrysopelea ornata,6109,15,425,372,1.14,2026-07-17 14:55:12
102019768_jpg.rf.9520d3fa33f2e2bd5b3a54b9bc51fd94.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102019768_jpg.rf.9520d3fa33f2e2bd5b3a54b9bc51fd94.jpg,375,500,0.75,RGB,JPEG,50.81,.jpg,52033,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
102019768_jpg.rf.c9f8bd1794c6839e282c5210ca7f5b66.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102019768_jpg.rf.c9f8bd1794c6839e282c5210ca7f5b66.jpg,375,500,0.75,RGB,JPEG,60.31,.jpg,61759,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
102019768_jpg.rf.df8f7060891a47d8dfd782fbba57bb35.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102019768_jpg.rf.df8f7060891a47d8dfd782fbba57bb35.jpg,375,500,0.75,RGB,JPEG,41.14,.jpg,42126,False,,amphiesma stolatum,6109,15,425,372,1.14,2026-07-17 14:55:12
102365551_jpeg.rf.4082d225bf8352a775c7a3f1787decdf.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102365551_jpeg.rf.4082d225bf8352a775c7a3f1787decdf.jpg,375,500,0.75,RGB,JPEG,56.76,.jpg,58127,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
102365551_jpeg.rf.838b5e0c421325c2269229ef00c9a947.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102365551_jpeg.rf.838b5e0c421325c2269229ef00c9a947.jpg,375,500,0.75,RGB,JPEG,49.61,.jpg,50803,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
102365551_jpeg.rf.d284a2c39fb26e88728aca2dcc4492ab.jpg,f:\Samir\Projects\SnakeSense\Filtered_Train\102365551_jpeg.rf.d284a2c39fb26e88728aca2dcc4492ab.jpg,375,500,0.75,RGB,JPEG,49.92,.jpg,51113,False,,ophiophagus hannah,6109,15,425,372,1.14,2026-07-17 14:55:12
